FP002103	100.000	300	161215046	161215345	plus
FP002287	100.000	300	179025645	179025944	plus
FP001117	100.000	300	74635117	74634818	minus
FP002809	100.000	300	232630206	232629907	minus
FP002439	100.000	300	201739651	201739950	plus
FP002416	100.000	300	198599116	198598817	minus
FP000948	100.000	300	52698596	52698297	minus
FP002867	100.000	300	241847955	241848254	plus
FP001722	100.000	300	152037221	152036922	minus
FP000240	100.000	300	12618251	12617952	minus
FP001202	100.000	300	86157021	86156722	minus
FP001118	100.000	300	74732223	74732522	plus
FP000342	100.000	300	19980683	19980384	minus
FP001885	100.000	300	155193158	155192859	minus
FP000871	100.000	300	46332425	46332126	minus
FP002067	100.000	300	160712071	160711772	minus
FP001250	100.000	300	89843202	89843501	plus
FP000065	100.000	300	2050162	2050461	plus
FP001947	100.000	300	156248305	156248006	minus
FP000176	100.000	300	9943576	9943277	minus
FP002920	100.000	300	248826929	248826630	minus
FP002629	100.000	300	212415135	212414836	minus
FP000384	100.000	300	22451602	22451901	plus
FP000015	100.000	300	1232250	1231951	minus
FP001790	100.000	300	153627644	153627943	plus
FP001456	100.000	300	111290603	111290902	plus
FP002755	100.000	300	228103690	228103391	minus
FP002091	100.000	300	161132916	161132617	minus
FP001907	100.000	300	155323676	155323975	plus
FP002378	100.000	300	192635909	192636208	plus
FP001950	100.000	300	156282686	156282985	plus
FP001599	100.000	300	147172719	147172420	minus
FP001167	100.000	300	83999306	83999007	minus
FP000159	100.000	300	9069884	9069585	minus
FP001320	100.000	300	98661474	98661773	plus
FP001246	100.000	300	89632878	89633177	plus
FP001669	100.000	300	150981727	150982026	plus
FP001844	100.000	300	154628217	154627918	minus
FP002180	100.000	300	167936447	167936746	plus
FP002766	100.000	300	228646547	228646846	plus
FP001717	100.000	300	151909707	151909408	minus
FP001495	100.000	300	112707376	112707077	minus
FP001388	100.000	300	108661677	108661378	minus
FP002491	100.000	300	203816877	203817176	plus
FP001139	100.000	300	77683647	77683348	minus
FP002886	100.000	300	244452158	244451859	minus
FP000511	100.000	300	27725735	27726034	plus
FP001933	100.000	300	156082324	156082623	plus
FP001114	100.000	300	74353889	74354188	plus
FP001247	100.000	300	89821690	89821989	plus
FP000172	100.000	300	9824209	9823910	minus
FP002274	100.000	300	177171186	177171485	plus
FP001605	100.000	300	147670772	147670473	minus
FP001080	100.000	300	66930131	66930430	plus
FP001338	100.000	300	100037846	100038145	plus
FP002744	100.000	300	227318741	227318442	minus
FP002010	100.000	300	158331780	158331481	minus
FP001116	100.000	300	74522179	74522478	plus
FP000382	100.000	300	22052460	22052759	plus
FP000784	100.000	300	43524843	43525142	plus
FP001291	100.000	300	93614346	93614047	minus
FP000722	100.000	300	40406561	40406860	plus
FP002645	100.000	300	213015756	213015457	minus
FP001869	100.000	300	155078593	155078892	plus
FP000802	100.000	300	43974711	43975010	plus
FP001401	100.000	300	109113920	109114219	plus
FP002129	100.000	300	162382701	162383000	plus
FP000102	100.000	300	3857460	3857161	minus
FP000376	100.000	300	21783398	21783099	minus
FP000358	100.000	300	20718042	20717743	minus
FP000746	100.000	300	42164994	42164695	minus
FP001478	100.000	300	111754999	111755298	plus
FP001629	100.000	300	149928052	149927753	minus
FP000631	100.000	300	35079142	35079441	plus
FP000386	100.000	300	22636379	22636678	plus
FP001083	100.000	300	67166209	67166508	plus
FP000994	100.000	300	54887444	54887145	minus
FP000395	100.000	300	23344530	23344231	minus
FP002802	100.000	300	231528426	231528725	plus
FP001586	100.000	300	145958264	145957965	minus
FP000226	100.000	300	11848615	11848316	minus
FP000306	100.000	300	17307948	17308247	plus
FP001007	100.000	300	56966264	56965965	minus
FP002238	100.000	300	173603320	173603021	minus
FP001739	100.000	300	152842607	152842906	plus
FP002728	100.000	300	225924499	225924200	minus
FP001613	100.000	300	148712783	148712484	minus
FP000993	100.000	300	54886611	54886910	plus
FP002840	100.000	300	235650252	235649953	minus
FP001142	100.000	300	77888247	77888546	plus
FP001458	100.000	300	111332212	111332511	plus
FP002828	100.000	300	235161490	235161191	minus
FP002068	100.000	300	160739024	160739323	plus
FP002452	100.000	300	202144986	202144687	minus
FP001136	100.000	300	77281807	77282106	plus
FP001888	100.000	300	155208144	155207845	minus
FP001024	100.000	300	61725382	61725083	minus
FP001098	100.000	300	70205475	70205774	plus
FP001044	100.000	300	63594797	63594498	minus
FP000579	100.000	300	32250745	32251044	plus
FP002737	100.000	300	226408339	226408040	minus
FP000367	100.000	300	21345753	21345454	minus
FP000737	100.000	300	40979506	40979805	plus
FP002555	100.000	300	145094204	145094503	plus
FP002555	100.000	300	143973785	143973486	minus
FP002555	100.000	300	206204669	206204370	minus
FP000763	100.000	300	42767426	42767725	plus
FP000246	100.000	300	12791148	12791447	plus
FP001065	100.000	300	65433018	65433317	plus
FP001002	100.000	300	56579791	56579492	minus
FP001538	100.000	300	116754181	116754480	plus
FP001748	100.000	300	153057761	153057462	minus
FP000970	100.000	300	53945828	53946127	plus
FP000184	100.000	300	10430503	10430802	plus
FP001402	100.000	300	109213683	109213982	plus
FP001063	100.000	300	65429723	65430022	plus
FP001874	100.000	300	155085635	155085934	plus
FP002177	100.000	300	167936244	167935945	minus
FP000302	100.000	300	17054389	17054090	minus
FP002089	100.000	300	161131152	161130853	minus
FP000922	100.000	300	51330811	51330512	minus
FP001228	100.000	300	88980753	88980454	minus
FP002239	100.000	300	173637464	173637763	plus
FP000383	100.000	300	22428625	22428924	plus
FP001958	100.000	300	156429675	156429376	minus
FP000973	100.000	300	53946403	53946702	plus
FP001656	100.000	300	150579859	150579560	minus
FP000573	100.000	300	32201452	32201751	plus
FP002476	100.000	300	203128051	203128350	plus
FP001451	100.000	300	111142709	111143008	plus
FP000145	100.000	300	7784042	7784341	plus
FP002551	100.000	300	206083299	206083598	plus
FP000436	100.000	300	24745198	24745497	plus
FP002700	100.000	300	223364416	223364117	minus
FP001598	100.000	300	146261999	146261700	minus
FP001756	100.000	300	153313198	153312899	minus
FP002693	100.000	300	222712315	222712614	plus
FP001474	100.000	300	111564211	111563912	minus
FP001396	100.000	300	109042351	109042052	minus
FP000079	100.000	300	2554045	2554344	plus
FP001367	100.000	300	103554768	103555067	plus
FP001970	100.000	300	156689513	156689812	plus
FP000706	100.000	300	39738643	39738942	plus
FP000088	100.000	300	3116042	3116341	plus
FP001473	100.000	300	111541848	111542147	plus
FP002860	100.000	300	240612404	240612105	minus
FP000710	100.000	300	39954899	39955198	plus
FP000539	100.000	300	28736691	28736990	plus
FP001554	100.000	300	119001610	119001311	minus
FP002723	100.000	300	225825105	225825404	plus
FP000337	100.000	300	19800514	19800215	minus
FP001962	100.000	300	156572799	156572500	minus
FP001158	100.000	300	78649582	78649881	plus
FP002719	100.000	300	225567521	225567222	minus
FP001618	100.000	300	148952184	148952483	plus
FP001454	100.000	300	111227464	111227763	plus
FP001626	100.000	300	149887395	149887694	plus
FP001519	100.000	300	114511452	114511153	minus
FP001103	100.000	300	70360686	70360387	minus
FP000534	100.000	300	28592014	28592313	plus
FP000836	100.000	300	45340213	45339914	minus
FP001827	100.000	300	154220709	154221008	plus
FP001952	100.000	300	156291737	156291438	minus
FP001309	100.000	300	94986771	94987070	plus
FP001448	100.000	300	111139252	111139551	plus
FP000773	100.000	300	43272027	43272326	plus
FP000216	100.000	300	11681397	11681098	minus
FP002587	100.000	300	207911364	207911065	minus
FP000177	100.000	300	9943226	9943525	plus
FP000247	100.000	300	12848705	12848406	minus
FP000092	100.000	300	3619369	3619668	plus
FP002769	100.000	300	228735230	228735529	plus
FP002827	100.000	300	235135922	235135623	minus
FP000308	100.000	300	17439920	17439621	minus
FP002567	100.000	300	206836226	206836525	plus
FP001062	100.000	300	65425081	65425380	plus
FP000550	100.000	300	30758023	30757724	minus
FP000266	100.000	300	15524630	15524331	minus
FP001261	100.000	300	91500863	91501162	plus
FP000400	100.000	300	23484428	23484129	minus
FP001318	100.000	300	96721539	96721838	plus
FP002882	100.000	300	244048335	244048634	plus
FP000353	100.000	300	20588849	20589148	plus
FP002468	100.000	300	202958529	202958230	minus
FP000474	100.000	300	26269034	26269333	plus
FP001779	100.000	300	153568862	153568563	minus
FP002266	100.000	300	176207728	176207429	minus
FP002046	100.000	300	160115510	160115809	plus
FP000711	100.000	300	40039991	40040290	plus
FP002333	100.000	300	183023311	183023610	plus
FP002894	100.000	300	244835078	244835377	plus
FP000700	100.000	300	39577039	39576740	minus
FP001266	100.000	300	92029743	92030042	plus
FP001673	100.000	300	151006734	151006435	minus
FP000202	100.000	300	11272977	11273276	plus
FP002815	100.000	300	233613726	233614025	plus
FP001376	100.000	300	107139844	107140143	plus
FP001727	100.000	300	152325488	152325189	minus
FP000721	100.000	300	40374382	40374681	plus
FP001358	100.000	300	101236652	101236951	plus
FP000695	100.000	300	38942077	38941778	minus
FP000149	100.000	300	7913498	7913199	minus
FP001897	100.000	300	155262495	155262196	minus
FP001244	100.000	300	89524105	89524404	plus
FP002873	100.000	300	243255503	243255204	minus
FP002291	100.000	300	179293553	179293852	plus
FP002635	100.000	300	212700231	212699932	minus
FP001716	100.000	300	151853959	151853660	minus
FP000985	100.000	300	54623774	54623475	minus
FP001476	100.000	300	111691084	111691383	plus
FP000122	100.000	300	6420168	6419869	minus
FP001220	100.000	300	87328633	87328932	plus
FP001009	100.000	300	58700310	58700011	minus
FP001207	100.000	300	86468678	86468977	plus
FP001592	100.000	300	145977526	145977825	plus
FP000374	100.000	300	21652111	21651812	minus
FP002225	100.000	300	171781425	171781724	plus
FP001509	100.000	300	113887699	113887400	minus
FP000931	100.000	300	51878976	51878677	minus
FP002169	100.000	300	167328824	167329123	plus
FP002192	100.000	300	169106074	169106373	plus
FP000426	100.000	300	24417183	24416884	minus
FP002519	100.000	300	204944003	204944302	plus
FP002923	100.000	300	248905986	248906285	plus
FP000741	100.000	300	41484932	41484633	minus
FP001987	100.000	300	157045630	157045331	minus
FP000803	100.000	300	43978732	43979031	plus
FP000187	100.000	300	10472775	10472476	minus
FP001703	100.000	300	151372952	151372653	minus
FP000267	100.000	300	15526757	15526458	minus
FP000211	100.000	300	11654639	11654938	plus
FP002362	100.000	300	185317492	185317193	minus
FP001361	100.000	300	101997175	101996876	minus
FP001379	100.000	300	107688748	107688449	minus
FP000757	100.000	300	42472731	42473030	plus
FP000237	100.000	300	12229783	12230082	plus
FP001819	100.000	300	153978232	153977933	minus
FP000839	100.000	300	45340663	45340364	minus
FP001916	100.000	300	155688842	155689141	plus
FP002292	100.000	300	179365795	179366094	plus
FP000812	100.000	300	44048126	44048425	plus
FP000898	100.000	300	47232029	47231730	minus
FP001462	100.000	300	111441552	111441253	minus
FP000673	100.000	300	37690778	37690479	minus
FP001882	100.000	300	155173600	155173899	plus
FP000813	100.000	300	44118700	44118999	plus
FP002786	100.000	300	230747196	230747495	plus
FP001391	100.000	300	108876736	108877035	plus
FP002718	100.000	300	225465593	225465294	minus
FP002379	100.000	300	192808792	192809091	plus
FP002219	100.000	300	171485301	171485600	plus
FP000654	100.000	300	36155933	36156232	plus
FP000323	100.000	300	19251773	19251474	minus
FP000978	100.000	300	54200279	54199980	minus
FP001068	100.000	300	65992172	65992471	plus
FP002015	100.000	300	158931303	158931602	plus
FP001233	100.000	300	88990575	88990276	minus
FP001305	100.000	300	94820108	94820407	plus
FP001768	100.000	300	153543568	153543269	minus
FP001093	100.000	300	68450203	68449904	minus
FP001143	100.000	300	77888375	77888674	plus
FP000740	100.000	300	41242368	41242069	minus
FP002642	100.000	300	212858034	212858333	plus
FP002369	100.000	300	186502494	186502195	minus
FP002524	100.000	300	205211929	205211630	minus
FP000849	100.000	300	45628509	45628210	minus
FP002315	100.000	300	181483102	181483401	plus
FP001749	100.000	300	153094774	153094475	minus
FP001929	100.000	300	156053962	156053663	minus
FP001610	100.000	300	148131435	148131136	minus
FP000299	100.000	300	16981832	16981533	minus
FP002691	100.000	300	222644080	222644379	plus
FP002413	100.000	300	198156749	198157048	plus
FP000962	100.000	300	53459150	53459449	plus
FP001089	100.000	300	67684952	67685251	plus
FP002710	100.000	300	224356638	224356937	plus
FP002374	100.000	300	192147606	192147905	plus
FP002037	100.000	300	159925756	159925457	minus
FP002199	100.000	300	169486193	169485894	minus
FP002795	100.000	300	231240963	231241262	plus
FP000965	100.000	300	53890983	53890684	minus
FP002493	100.000	300	203853159	203853458	plus
FP000170	100.000	300	9651482	9651781	plus
FP000971	100.000	300	53946554	53946255	minus
FP000114	100.000	300	6236213	6235914	minus
FP000350	100.000	300	20486453	20486154	minus
FP001194	100.000	300	85259903	85259604	minus
FP001628	100.000	300	149918091	149917792	minus
FP002898	100.000	300	244970141	244970440	plus
FP000433	100.000	300	24555872	24556171	plus
FP001557	100.000	300	119380304	119380603	plus
FP001371	100.000	300	103617178	103617477	plus
FP001212	100.000	300	86914619	86914320	minus
FP001524	100.000	300	114758233	114757934	minus
FP002575	100.000	300	207051238	207050939	minus
FP002890	100.000	300	244461174	244461473	plus
FP000393	100.000	300	23169105	23168806	minus
FP000244	100.000	300	12620225	12619926	minus
FP002337	100.000	300	183418906	183418607	minus
FP000404	100.000	300	23692435	23692734	plus
FP001184	100.000	300	84596799	84596500	minus
FP002038	100.000	300	159926003	159925704	minus
FP002164	100.000	300	166989032	166989331	plus
FP001742	100.000	300	152908298	152908597	plus
FP001206	100.000	300	86423922	86424221	plus
FP001904	100.000	300	155304562	155304861	plus
FP002792	100.000	300	231160989	231161288	plus
FP000709	100.000	300	39902255	39901956	minus
FP000399	100.000	300	23424997	23424698	minus
FP001373	100.000	300	103696166	103695867	minus
FP001373	100.000	300	103655804	103656103	plus
FP001373	100.000	300	103749942	103750241	plus
FP001409	100.000	300	109483710	109484009	plus
FP002871	100.000	300	242524693	242524394	minus
FP001681	100.000	300	151070352	151070651	plus
FP001713	100.000	300	151790737	151790438	minus
FP000091	100.000	300	3611745	3611446	minus
FP002349	100.000	300	184051857	184051558	minus
FP000083	100.000	300	2586549	2586848	plus
FP000440	100.000	300	25232751	25232452	minus
FP001658	100.000	300	150697403	150697104	minus
FP000661	100.000	300	36450697	36450398	minus
FP001489	100.000	300	112619583	112619882	plus
FP002669	100.000	300	218285044	218285343	plus
FP000989	100.000	300	54673547	54673846	plus
FP002830	100.000	300	235328417	235328118	minus
FP002764	100.000	300	228416951	228416652	minus
FP001299	100.000	300	94055580	94055281	minus
FP000258	100.000	300	14929491	14929790	plus
FP002372	100.000	300	190475071	190474772	minus
FP002259	100.000	300	175023674	175023375	minus
FP000736	100.000	300	40979068	40979367	plus
FP001384	100.000	300	108450094	108450393	plus
FP000877	100.000	300	46394068	46394367	plus
FP000022	100.000	300	1310079	1309780	minus
FP001981	100.000	300	156859341	156859042	minus
FP000089	100.000	300	3471375	3471674	plus
FP002288	100.000	300	179081821	179082120	plus
FP000357	100.000	300	20698785	20698486	minus
FP001316	100.000	300	95195054	95195353	plus
FP001514	100.000	300	113929117	113929416	plus
FP001215	100.000	300	87103739	87104038	plus
FP002568	100.000	300	206863316	206863615	plus
FP001898	100.000	300	155262609	155262310	minus
FP000684	100.000	300	37990271	37989972	minus
FP000726	100.000	300	40508518	40508817	plus
FP002573	100.000	300	206946715	206946416	minus
FP001047	100.000	300	64469880	64470179	plus
FP000232	100.000	300	12019252	12019551	plus
FP000188	100.000	300	10473224	10472925	minus
FP001758	100.000	300	153357605	153357904	plus
FP001497	100.000	300	112715431	112715132	minus
FP001513	100.000	300	113905098	113905397	plus
FP000764	100.000	300	42774968	42775267	plus
FP001989	100.000	300	157046107	157045808	minus
FP002649	100.000	300	213987724	213988023	plus
FP000912	100.000	300	50108671	50108970	plus
FP001341	100.000	300	100133179	100132880	minus
FP001738	100.000	300	152786008	152786307	plus
FP002194	100.000	300	169368046	169367747	minus
FP000866	100.000	300	46247514	46247813	plus
FP002480	100.000	300	203305270	203305569	plus
FP002591	100.000	300	209583468	209583767	plus
FP001720	100.000	300	151994108	151993809	minus
FP000137	100.000	300	6603940	6603641	minus
FP002009	100.000	300	158289684	158289983	plus
FP001270	100.000	300	92228898	92229197	plus
FP002365	100.000	300	186375294	186375593	plus
FP000624	100.000	300	34782127	34782426	plus
FP002324	100.000	300	182673106	182672807	minus
FP001564	100.000	300	120100978	120100679	minus
FP000385	100.000	300	22563240	22563539	plus
FP002879	100.000	300	243286126	243286425	plus
FP002812	100.000	300	232950362	232950661	plus
FP002209	100.000	300	170531917	170532216	plus
FP001721	100.000	300	151994652	151994353	minus
FP001423	100.000	300	109687595	109687894	plus
FP002770	100.000	300	229270862	229271161	plus
FP002599	100.000	300	209755804	209756103	plus
FP002913	100.000	300	247126175	247126474	plus
FP002913	100.000	300	247172267	247171968	minus
FP000387	100.000	300	22643384	22643683	plus
FP001330	100.000	300	99849877	99850176	plus
FP000270	100.000	300	15588766	15588467	minus
FP000996	100.000	300	55039299	55039598	plus
FP002086	100.000	300	161098112	161098411	plus
FP002079	100.000	300	161039225	161038926	minus
FP001664	100.000	300	150876959	150876660	minus
FP001346	100.000	300	100266365	100266066	minus
FP000468	100.000	300	26111579	26111878	plus
FP002745	100.000	300	227542147	227542446	plus
FP002085	100.000	300	161090350	161090051	minus
FP001878	100.000	300	155135603	155135902	plus
FP000014	100.000	300	1214402	1214103	minus
FP001425	100.000	300	109711531	109711830	plus
FP002664	100.000	300	216805634	216805335	minus
FP002084	100.000	300	161089807	161089508	minus
FP000645	100.000	300	35930469	35930768	plus
FP000454	100.000	300	25817232	25817531	plus
FP000496	100.000	300	26960278	26960577	plus
FP002055	100.000	300	160282405	160282106	minus
FP002308	100.000	300	180503111	180502812	minus
FP002475	100.000	300	203127502	203127801	plus
FP000921	100.000	300	51322466	51322167	minus
FP000185	100.000	300	10433596	10433895	plus
FP000967	100.000	300	53945823	53945524	minus
FP002020	100.000	300	159171366	159171665	plus
FP000189	100.000	300	10474705	10475004	plus
FP000119	100.000	300	6386046	6385747	minus
FP002122	100.000	300	162024114	162023815	minus
FP000817	100.000	300	44405006	44405305	plus
FP000148	100.000	300	7853314	7853015	minus
FP001283	100.000	300	93180935	93180636	minus
FP002785	100.000	300	230714370	230714071	minus
FP001109	100.000	300	72283096	72282797	minus
FP000315	100.000	300	17755084	17755383	plus
FP001996	100.000	300	157770621	157770322	minus
FP002647	100.000	300	213051009	213051308	plus
FP002205	100.000	300	169794791	169795090	plus
FP001776	100.000	300	153565102	153564803	minus
FP000008	100.000	300	1019871	1020170	plus
FP002671	100.000	300	218346063	218346362	plus
FP000107	100.000	300	5992175	5992474	plus
FP000252	100.000	300	13584020	13584319	plus
FP000548	100.000	300	29236273	29236572	plus
FP002810	100.000	300	232630724	232630425	minus
FP000422	100.000	300	24319271	24319570	plus
FP002670	100.000	300	218345839	218346138	plus
FP000341	100.000	300	19979867	19979568	minus
FP001570	100.000	300	145607768	145608067	plus
FP001597	100.000	300	146229249	146228950	minus
FP001911	100.000	300	155648787	155648488	minus
FP001572	100.000	300	145708409	145708110	minus
FP001437	100.000	300	110210761	110211060	plus
FP002525	100.000	300	205227721	205228020	plus
FP000907	100.000	300	48472426	48472127	minus
FP001176	100.000	300	84408186	84408485	plus
FP001254	100.000	300	91021728	91021429	minus
FP000552	100.000	300	30909007	30908708	minus
FP000005	100.000	300	1000346	1000047	minus
FP002822	100.000	300	234479406	234479107	minus
FP000168	100.000	300	9588662	9588961	plus
FP001022	100.000	300	61082174	61082473	plus
FP001838	100.000	300	154405219	154405518	plus
FP000158	100.000	300	8945619	8945918	plus
FP001973	100.000	300	156728261	156728560	plus
FP002151	100.000	300	165631014	165631313	plus
FP001891	100.000	300	155208989	155209288	plus
FP000731	100.000	300	40691455	40691754	plus
FP000509	100.000	300	27635392	27635093	minus
FP001033	100.000	300	62597271	62597570	plus
FP000664	100.000	300	37034862	37034563	minus
FP002423	100.000	300	200738644	200738943	plus
FP002515	100.000	300	204685982	204685683	minus
FP002788	100.000	300	230868981	230868682	minus
FP002903	100.000	300	246566207	246566506	plus
FP001979	100.000	300	156816997	156816698	minus
FP002012	100.000	300	158686964	158686665	minus
FP001611	100.000	300	148152235	148151936	minus
FP001108	100.000	300	72282747	72282448	minus
FP001833	100.000	300	154320867	154321166	plus
FP002814	100.000	300	233613396	233613695	plus
FP001275	100.000	300	92486344	92486045	minus
FP001248	100.000	300	89840959	89841258	plus
FP001081	100.000	300	67054360	67054061	minus
FP001980	100.000	300	156817100	156816801	minus
FP002280	100.000	300	178499262	178499561	plus
FP001507	100.000	300	113812524	113812225	minus
FP000628	100.000	300	35031939	35031640	minus
FP001588	100.000	300	145962875	145962576	minus
FP001816	100.000	300	153968001	153968300	plus
FP000238	100.000	300	12617761	12617462	minus
FP001740	100.000	300	152869811	152870110	plus
FP001017	100.000	300	60009187	60008888	minus
FP002299	100.000	300	179878052	179877753	minus
FP002457	100.000	300	202203495	202203794	plus
FP001124	100.000	300	75616258	75615959	minus
FP002557	100.000	300	206404691	206404990	plus
FP002275	100.000	300	177970493	177970194	minus
FP001584	100.000	300	145919806	145919507	minus
FP001127	100.000	300	75786007	75786306	plus
FP002486	100.000	300	203764934	203765233	plus
FP001049	100.000	300	64744724	64745023	plus
FP000084	100.000	300	2629656	2629357	minus
FP001964	100.000	300	156601720	156601421	minus
FP000937	100.000	300	52142071	52142370	plus
FP002120	100.000	300	161766071	161766370	plus
FP002142	100.000	300	163321984	163321685	minus
FP002136	100.000	300	162632215	162632514	plus
FP002488	100.000	300	203795414	203795713	plus
FP000578	100.000	300	32246985	32247284	plus
FP000171	100.000	300	9663846	9664145	plus
FP001614	100.000	300	148808093	148808392	plus
FP001614	100.000	300	149322144	149321845	minus
FP002182	100.000	300	167937751	167937452	minus
FP001105	100.000	300	71048060	71047761	minus
FP001039	100.000	300	63523474	63523175	minus
FP002138	100.000	300	162790525	162790824	plus
FP000276	100.000	300	15742252	15742551	plus
FP001866	100.000	300	155062849	155063148	plus
FP000074	100.000	300	2414060	2413761	minus
FP000585	100.000	300	32336482	32336183	minus
FP002543	100.000	300	205814132	205813833	minus
FP002640	100.000	300	212792662	212792363	minus
FP002400	100.000	300	197067509	197067210	minus
FP000581	100.000	300	32273872	32274171	plus
FP000123	100.000	300	6424930	6424631	minus
FP000325	100.000	300	19251556	19251855	plus
FP002881	100.000	300	243843457	243843158	minus
FP002601	100.000	300	209784804	209784505	minus
FP001967	100.000	300	156641702	156642001	plus
FP000833	100.000	300	45206624	45206325	minus
FP001733	100.000	300	152663131	152663430	plus
FP001990	100.000	300	157047174	157046875	minus
FP001490	100.000	300	112674190	112674489	plus
FP000448	100.000	300	25430755	25431054	plus
FP002622	100.000	300	211675870	211675571	minus
FP000169	100.000	300	9629771	9630070	plus
FP001045	100.000	300	63773768	63774067	plus
FP002813	100.000	300	233327487	233327786	plus
FP000823	100.000	300	44746164	44746463	plus
FP000952	100.000	300	52927037	52927336	plus
FP001787	100.000	300	153617444	153617145	minus
FP002153	100.000	300	165698811	165698512	minus
FP002571	100.000	300	206897194	206897493	plus
FP000958	100.000	300	53238767	53238468	minus
FP002736	100.000	300	226309413	226309114	minus
FP002033	100.000	300	159862906	159862607	minus
FP000599	100.000	300	32817404	32817703	plus
FP002268	100.000	300	176462926	176463225	plus
FP002891	100.000	300	244652877	244653176	plus
FP002344	100.000	300	183635860	183636159	plus
FP000452	100.000	300	25799944	25800243	plus
FP002868	100.000	300	241848518	241848817	plus
FP000953	100.000	300	53014699	53014998	plus
FP000885	100.000	300	46668613	46668314	minus
FP000438	100.000	300	24965255	24964956	minus
FP000340	100.000	300	19882357	19882656	plus
FP000820	100.000	300	44674730	44674431	minus
FP002777	100.000	300	229558956	229558657	minus
FP001168	100.000	300	83999413	83999114	minus
FP000125	100.000	300	6447839	6448138	plus
FP002325	100.000	300	182752625	182752326	minus
FP002908	100.000	300	246724163	246724462	plus
FP001544	100.000	300	117211176	117210877	minus
FP000559	100.000	300	31412964	31413263	plus
FP001459	100.000	300	111346026	111346325	plus
FP000868	100.000	300	46303526	46303227	minus
FP001993	100.000	300	157598334	157598035	minus
FP001325	100.000	300	99006035	99005736	minus
FP001871	100.000	300	155080247	155080546	plus
FP001600	100.000	300	147225588	147225289	minus
FP000329	100.000	300	19420011	19419712	minus
FP002366	100.000	300	186375983	186375684	minus
FP001252	100.000	300	89843965	89844264	plus
FP002456	100.000	300	202193730	202194029	plus
FP002576	100.000	300	207053354	207053055	minus
FP000283	100.000	300	16018292	16017993	minus
FP000198	100.000	300	11060267	11059968	minus
FP001660	100.000	300	150766024	150765725	minus
FP001469	100.000	300	111489973	111489674	minus
FP002358	100.000	300	185045309	185045608	plus
FP002397	100.000	300	196887831	196888130	plus
FP001531	100.000	300	115841375	115841076	minus
FP001195	100.000	300	85276617	85276318	minus
FP001175	100.000	300	84408021	84408320	plus
FP000890	100.000	300	46814936	46815235	plus
FP000755	100.000	300	42456776	42457075	plus
FP002272	100.000	300	177165443	177165144	minus
FP001365	100.000	300	103554234	103554533	plus
